Borehole_I;Depth;CALI;RDEP;GR;RHOB;NPHI;SP;DTC;Lithology
BE-004;1371.371371;10.18457948;0.868613951;44.95220241;2.840204715;0.354400841;-11.29592363;97.25914198;shale
BE-004;1381.381381;10.48440097;0.844934497;40.4729899;2.496397945;0.25674628;-10.77591937;91.31197638;shale
BE-004;1391.391391;10.89294389;0.609060968;47.74193267;2.566978572;0.296989215;-10.79242034;82.32297433;shale
BE-004;1401.401401;14.95489369;0.665658849;53.63469935;2.394090911;0.265840897;-10.84470689;92.7216802;shale
BE-004;1411.411411;12.86007546;0.208264529;45.48303171;2.323948364;0.340765772;-7.465611161;105.2360088;shale
BE-004;1421.421421;11.8056694;0.422940569;51.74214164;2.575462299;0.368591978;-15.55631562;93.11106962;shale
BE-004;1431.431431;6.813439169;0.299507029;72.26270056;2.387301301;0.198392283;-11.22371878;101.5957538;shale
BE-004;1441.441441;12.80591189;0.773459023;41.92804618;2.535708017;0.332786805;-15.12494016;100.0302195;shale
BE-004;1451.451451;13.4593907;0.598203928;39.91733791;2.492393359;0.235114808;-9.24440063;103.6858265;shale
BE-004;1461.461461;11.12785105;0.756431561;48.63544992;2.532498553;0.311157513;-12.29640971;97.1377063;shale
BE-004;1471.471471;12.95794613;0.972949123;32.40375323;2.699728347;0.20705465;-8.281827073;84.41024867;shale
BE-004;1481.481481;12.9862591;0.518662649;56.33656947;2.451682003;0.334684037;-11.42945826;110.30315;shale
BE-004;1491.491491;9.248142659;0.761718428;41.84050498;2.667250236;0.302013899;-5.197257858;111.5794206;shale
BE-004;1501.501502;13.07570634;0.321910248;38.95363688;2.243366569;0.244335076;-12.64539725;98.95027731;shale
BE-004;1511.511512;12.12831703;0.721094863;35.13098259;2.806483633;0.343380871;-11.65027594;92.20367361;shale
BE-004;1521.521522;14.08684273;0.61233912;56.92040159;2.276899112;0.161145184;-2.437422262;110.0650062;shale
BE-004;1531.531532;10.28642896;0.744108687;64.63142128;2.617409556;0.298611894;-12.8461466;81.27433553;shale
BE-004;1541.541542;11.31565907;0.144505506;43.45115664;2.85233804;0.338754587;-17.58026575;104.6602462;shale
BE-004;1551.551552;13.13541016;0.724455138;59.03155753;2.524429757;0.364519389;-4.969831093;99.3152858;shale
BE-004;1561.561562;9.226987668;0.768464504;53.21915392;2.614526206;0.227523825;-16.56199062;101.0007875;shale
BE-004;1571.571572;12.63750019;0.388983942;61.33080844;2.641907062;0.233286895;-6.156386213;116.170212;shale
BE-004;1581.581582;9.496936898;0.432298379;49.58154031;2.538576259;0.346013342;-4.542675169;109.9388799;shale
BE-004;1591.591592;15.1837354;0.722820923;50.05227799;2.566271119;0.310805055;-14.42813243;94.74825378;shale
BE-004;1601.601602;12.17075732;0.624670176;39.57821689;2.471400889;0.388010879;-1.218780428;87.45060484;shale
BE-004;1611.611612;10.26265397;0.695654508;51.24583162;2.586715814;0.338995132;-22.54198026;94.50321569;shale
BE-004;1621.621622;9.791372139;0.329134951;60.10853304;2.589863312;0.373183931;-13.491272;110.4271728;shale
BE-004;1631.631632;9.648860717;0.192922359;50.78123689;2.399191351;0.335395169;-5.976589591;100.2827105;shale
BE-004;1641.641642;11.92655726;0.6600184;39.45260526;2.247236494;0.351569914;-1.597033215;90.36011742;shale
BE-004;1651.651652;13.04906625;0.586794822;37.0865748;2.801636263;0.280827732;-5.993317593;106.1794562;shale
BE-004;1661.661662;15.3720402;0.202021343;37.54830574;2.635531644;0.35490026;-21.15701521;91.02264948;shale
BE-004;1671.671672;9.945566285;0.358987794;45.84486477;2.699893008;0.281357384;-6.138874622;97.20790069;shale
BE-004;1681.681682;15.79677465;1.136132196;50.57440473;2.855155587;0.334205578;-16.83809511;89.52491729;shale
BE-004;1691.691692;12.03573329;0.689568821;60.54021482;2.258031503;0.259598102;-15.45160201;89.58184413;shale
BE-004;1701.701702;12.24259591;1.027369571;49.07911894;2.567057193;0.343713335;-14.55812934;105.8710028;shale
BE-004;1711.711712;10.68120704;0.382109058;44.95042554;2.452755557;0.253308598;-6.473611517;72.19553988;shale
BE-004;1721.721722;10.60235327;0.494169716;41.9037894;2.361387057;0.253443303;-10.94248619;116.1648937;shale
BE-004;1731.731732;8.334027788;0.645913746;60.2158318;2.468066497;0.35139827;-10.90899037;96.45102815;shale
BE-004;1741.741742;12.08719739;0.390142619;58.22361065;2.659276538;0.320569043;-3.699946201;91.43423235;shale
BE-004;1751.751752;9.910721402;0.504972951;40.95354373;2.34483299;0.31784038;-13.57969961;105.6326159;shale
BE-004;1761.761762;12.02841108;0.74928175;42.13893245;2.349432911;0.301366403;-9.096344771;98.94334032;shale
BE-004;1771.771772;8.534692091;0.666040765;45.31369036;2.454753141;0.179543927;-3.598463965;112.5039509;shale
BE-004;1781.781782;9.225155552;0.305600197;49.27086357;2.410740938;0.285046604;-17.93979842;91.46442871;shale
BE-004;1791.791792;13.09034873;0.466849796;49.5576708;2.656494467;0.36545594;-10.36387134;100.3842601;shale
BE-004;1801.801802;13.9150185;0.880804216;41.46188335;2.499103393;0.44281583;-8.92149485;98.28619526;shale
BE-004;1811.811812;13.03202718;0.701276615;56.82929784;2.447983167;0.301964399;-3.581452723;95.65525054;shale
BE-004;1821.821822;10.51223936;0.303426135;50.84720953;2.355748517;0.374745828;-10.53572053;109.2477486;shale
BE-004;1831.831832;10.60099524;0.504066686;35.63510289;2.344411886;0.262351045;-5.417855734;106.9702615;shale
BE-004;1841.841842;13.26157769;0.362486969;58.61567915;2.345347169;0.319172497;-7.086298245;109.2148652;shale
BE-004;1851.851852;13.8005628;0.626124053;40.26936171;2.452378102;0.294529211;-12.99683956;102.6534549;shale
BE-004;1861.861862;14.57483887;0.543948326;61.34133526;2.342013703;0.250224958;-12.73483263;119.9426496;shale
BE-004;1871.871872;11.0353139;0.918118765;45.78396405;2.280236571;0.272840863;-7.804720474;95.17590929;shale
BE-004;1881.881882;12.39489903;0.633216754;58.63658509;2.663744449;0.240686335;-1.640427936;84.9478911;shale
BE-004;1891.891892;12.69778915;0.901038975;45.03052264;2.499743345;0.296963003;-11.1490812;105.1460254;shale
BE-004;1901.901902;11.91572469;0.664551724;39.65802449;2.004975977;0.223007965;-18.65757115;97.9170726;shale
BE-004;1911.911912;11.84377983;0.493467867;48.07686874;2.61230246;0.301994842;-14.04964158;106.6531676;shale
BE-004;1921.921922;8.256916747;0.435497418;64.57060855;2.728888553;0.320532961;-9.478453234;84.0711387;shale
BE-004;1931.931932;11.62037153;0.50554423;63.4003544;2.500600126;0.266153102;-3.707413139;102.6204222;shale
BE-004;1941.941942;15.37844057;0.277165802;50.7867661;2.704257521;0.280815024;-1.956442761;96.7978217;shale
BE-004;1951.951952;11.27131552;0.878487335;30.43256556;2.58722771;0.233224985;-11.88048807;100.7714068;shale
BE-004;1961.961962;11.80425037;0.589088761;44.83535434;2.068562106;0.27332498;-8.749946196;94.03612336;shale
BE-004;1971.971972;13.231694;0.64920212;57.148227;2.659105318;0.395028416;-13.92464793;88.79988675;shale
BE-004;1981.981982;13.22289279;0.676989968;64.14045108;2.394506958;0.237218863;-2.912256918;84.26135817;shale
BE-004;1991.991992;10.29769256;0.776817291;57.80387905;2.366489547;0.305940793;-3.347526066;82.84463721;shale
BE-004;2002.002002;10.7039809;0.635671978;51.6432404;2.54374867;0.275617837;-5.703012676;91.51650393;shale
BE-004;2012.012012;12.11899887;0.602238538;45.40734604;2.677696339;0.354305707;-14.22684054;108.5235385;shale
BE-004;2022.022022;13.14666848;0.654797627;45.89505997;2.595620896;0.284381631;-16.49015437;113.0865411;shale
BE-004;2032.032032;12.18220421;0.994651555;49.81288612;2.652002982;0.251661616;0.356939121;101.7333966;shale
BE-004;2042.042042;11.31686143;0.307675424;68.12397998;2.516072478;0.22208247;-6.249565309;87.24835166;shale
BE-004;2052.052052;12.48985191;0.474676492;53.02733543;2.33387099;0.331014539;-11.78210839;105.7479802;shale
BE-004;2062.062062;10.78658792;0.434498215;67.44148452;2.555219793;0.194896679;-11.25843021;110.9059236;shale
BE-004;2072.072072;10.41911829;0.757294848;60.71171173;2.571827266;0.308629539;-16.87834091;106.9247761;shale
BE-004;2082.082082;13.31267897;0.466678999;50.3252029;2.352101689;0.25963615;-5.836512948;100.3010544;shale
BE-004;2092.092092;10.72772018;0.820335444;35.26938347;2.301945062;0.395593916;-5.031086076;91.46612613;shale
BE-004;2102.102102;12.95432674;0.709801185;45.0933159;2.653713522;0.370442656;-1.111962727;102.1870878;shale
BE-004;2112.112112;14.63316281;0.757682266;39.38154539;2.842574303;0.418003178;-9.170280755;98.52467722;shale
BE-004;2122.122122;11.67148448;0.610621265;35.10630373;2.492051164;0.259990635;-5.105037921;90.62004267;shale
BE-004;2132.132132;11.15980414;0.453581208;66.94579546;2.508002908;0.305554029;-8.242117291;91.00885498;shale
BE-004;2142.142142;10.65772187;0.385833693;73.85978407;2.365141944;0.310787877;-8.010751312;110.325183;shale
BE-004;2152.152152;12.07223377;0.608570908;56.26932383;2.336685312;0.327777767;-3.819591159;105.6486085;shale
BE-004;2162.162162;9.685021716;0.692525825;54.03270643;2.652673274;0.304768584;-4.94200069;105.5879204;shale
BE-004;2172.172172;15.28456899;0.890463737;47.9450732;2.475800721;0.346325504;-8.941110324;104.4470418;shale
BE-004;2182.182182;10.69058722;0.746111542;41.36832903;2.666798509;0.21172638;-10.87983505;114.764722;shale
BE-004;2192.192192;8.989700875;0.710269689;47.76434789;2.530400069;0.273396298;-3.255061856;103.1039122;shale
BE-004;2202.202202;10.29974797;0.683022673;39.47780502;2.54332946;0.251404567;-6.961271089;95.1030022;shale
BE-004;2212.212212;11.28903669;0.867115929;52.50193005;2.471226666;0.327283237;-10.46510666;82.56695806;shale
BE-004;2222.222222;14.1398007;0.409116437;34.11123163;2.471180424;0.248134252;-8.7320787;93.76646109;shale
BE-004;2232.232232;13.81302382;0.37495158;47.28011716;2.146966689;0.299305802;-2.856871904;93.95514877;shale
BE-004;2242.242242;14.31332713;0.681035505;48.54769806;2.737473269;0.223014851;-15.54768829;110.9675722;shale
BE-004;2252.252252;12.85021822;0.451884753;67.1578123;2.801240857;0.249543289;-7.175949765;102.4331583;shale
BE-004;2262.262262;10.57594127;0.851644919;64.30664414;2.353855438;0.364807059;-12.93633897;111.6241126;shale
BE-004;2272.272272;13.77604221;0.343659018;56.32042913;2.351971037;0.232359455;-8.640979247;117.5178665;shale
BE-004;2282.282282;14.36891296;0.47668757;28.91646309;2.765386323;0.333101412;-6.7279521;105.4612478;shale
BE-004;2292.292292;10.85758978;0.435363435;63.31953624;2.614416173;0.276571554;-10.04199839;106.8944298;shale
BE-004;2302.302302;12.66775494;0.776355428;27.79412588;2.343775385;0.395163389;-13.11668087;110.8011975;shale
BE-004;2312.312312;11.49594385;0.455610754;37.30125559;2.484903094;0.345011843;-19.76317845;82.7792044;shale
BE-004;2322.322322;10.03548367;0.670037047;61.84244633;2.714656956;0.27125148;-18.22623836;100.1273233;shale
BE-004;2332.332332;11.27702947;0.738210479;46.09531918;2.500073584;0.331462573;-9.438538635;93.86506046;shale
BE-004;2342.342342;14.24667505;0.847424506;62.43711411;2.593368587;0.275169484;-15.44386168;94.12875194;shale
BE-004;2352.352352;14.31499127;0.922518314;46.30919901;2.472685362;0.241572849;-15.87864822;103.6392861;shale
BE-004;2362.362362;11.52967528;0.65328333;34.67259269;2.440022505;0.32438805;-0.571241586;103.0162917;shale
BE-004;2372.372372;12.68408609;0.520763492;56.67423063;2.683014188;0.26618952;-12.41116122;98.48136994;shale
BE-004;2382.382382;12.84744781;0.441578559;58.53877236;2.511627263;0.287139279;-14.3816194;107.7886573;shale
BE-004;2392.392392;11.14180806;0.530533975;46.84680274;2.628134719;0.323612784;-22.16668978;86.79379662;shale
BE-004;2402.402402;12.59248012;0.639758277;58.34810588;2.317121378;0.304437349;-13.50415024;102.2684262;shale
BE-004;2412.412412;8.37799375;0.548563003;42.9804949;2.207701422;0.181167338;-1.552863756;108.9430863;shale
BE-004;2422.422422;13.19089346;0.595771642;62.23756759;2.607620547;0.357911619;-29.04381612;107.7999492;shale
BE-004;2432.432432;12.64985875;0.647329857;58.16010029;2.498454797;0.271417321;-14.24418156;97.45587949;shale
BE-004;2442.442442;14.02440008;0.274365474;55.30615491;2.695892552;0.304944491;-8.650532294;83.20072592;shale
BE-004;2452.452452;15.1841167;0.588168481;48.45448139;2.398770181;0.326110999;-10.64705041;102.3937474;shale
BE-004;2462.462462;10.03103948;0.65586556;44.20029765;2.422063698;0.298160006;-17.78056;90.14871349;shale
BE-004;2472.472472;13.06709747;0.684392038;51.40504192;2.312015119;0.318473911;-14.2677316;82.75198766;shale
BE-004;2482.482482;15.39759499;0.706421566;57.74834976;2.482033932;0.341897346;-13.87602398;108.1104387;shale
BE-004;2492.492492;13.24621544;0.601858657;57.33575697;2.381383214;0.335895421;-0.486398271;105.8111218;shale
BE-004;2502.502503;8.336949781;0.814915861;43.09757678;2.524618314;0.3291061;-16.11829874;102.6007742;shale
BE-004;2512.512513;11.34241053;0.833404792;49.96569322;2.787531728;0.348033441;-14.42670217;97.42622675;shale
BE-004;2522.522523;12.8544689;0.536295628;48.22682149;2.479202574;0.284326127;-8.380918298;100.6224117;shale
BE-004;2532.532533;12.00821381;0.507717713;26.53148162;2.707239704;0.278985603;-9.472359844;101.3501762;shale
BE-004;2542.542543;15.73821469;0.487070929;50.24150933;2.566891669;0.278228626;-11.05102085;90.02161134;shale
BE-004;2552.552553;15.91419679;0.500460962;51.76739421;2.483424994;0.304272423;-11.67373163;109.0191945;shale
BE-004;2562.562563;10.66638921;0.488790468;48.87268066;2.635715039;0.29820388;-3.584063168;108.3370902;shale
BE-004;2572.572573;12.76911997;0.599457458;51.12907845;2.562034937;0.304484752;-11.33790095;90.70383538;shale
BE-004;2582.582583;14.23208894;0.412716677;49.22055979;2.580486069;0.135323599;-6.202697834;99.610379;shale
BE-004;2592.592593;12.75882175;0.46817472;63.58337971;2.647461549;0.318082198;-4.467498882;114.0062954;shale
BE-004;2602.602603;13.58946674;0.6576764;70.13177278;2.715037619;0.320979975;-12.82844381;131.3417064;shale
BE-004;2612.612613;9.510507793;0.536475075;48.15469426;2.472564063;0.250751905;-5.716398531;102.7893989;shale
BE-004;2622.622623;10.50825128;0.534150791;65.44989786;2.707614563;0.377559561;-3.17227586;107.6624736;shale
BE-004;2632.632633;7.729659862;0.509965488;56.09546878;2.529979671;0.283939422;2.048751885;91.81845947;shale
BE-004;2642.642643;10.35142542;0.580272989;69.98427462;2.661443169;0.349517714;-9.542869513;88.28186373;shale
BE-004;2652.652653;10.20128691;0.722136477;54.26768549;2.675707481;0.342656483;-12.73438327;92.83801366;shale
BE-004;2662.662663;7.908879202;0.59383599;55.73418918;2.765965416;0.306228469;-14.18912171;112.0753393;shale
BE-004;2672.672673;11.26991312;0.646380807;38.3548683;2.424458234;0.338188646;2.704982094;98.28226127;shale
BE-004;2682.682683;9.370227524;0.458196109;46.80588761;2.556314619;0.243609238;-3.149587615;104.5997171;shale
BE-004;2692.692693;8.740474747;0.711338985;42.80244507;2.685779186;0.29458135;-0.958435722;116.339689;shale
BE-004;2702.702703;10.29275223;0.695315026;43.24756046;2.575147667;0.341289866;-5.443779931;105.2719156;shale
BE-004;2712.712713;11.68043982;0.617974348;53.62960131;2.200268988;0.2703127;-11.82192676;103.4769432;shale
BE-004;2722.722723;12.47613959;0.306608148;50.86387035;2.505393343;0.287817846;-14.0376368;100.1749575;shale
BE-004;2732.732733;10.91064693;0.921565796;42.85800608;2.524479765;0.32910076;-16.25245205;108.3527467;shale
BE-004;2742.742743;13.30552309;0.570729604;68.62387111;2.867209155;0.305361998;-15.46618166;119.3651018;shale
BE-004;2752.752753;13.30370049;0.430492355;50.47792438;2.258229353;0.305336263;-4.039258068;92.84022129;shale
BE-004;2762.762763;15.98587503;0.431203262;60.15799998;2.305201069;0.138747623;-10.99352249;95.36277668;shale
BE-004;2772.772773;14.39896648;0.583421889;48.0010596;2.34220723;0.364438746;-10.047241;87.43370704;shale
BE-004;2782.782783;14.56300121;0.724762349;37.21950078;2.926931403;0.272772221;-2.935325278;105.0840837;shale
BE-004;2792.792793;10.60411021;0.579568261;37.25011599;2.475726793;0.256405466;-6.70253274;90.40550785;shale
BE-004;2802.802803;10.14830124;0.885215997;60.85717732;2.624148858;0.282138536;-14.72265546;98.71221816;shale
BE-004;2812.812813;11.37711136;0.63517134;55.79541756;2.246350803;0.390046193;-12.76938571;101.5655187;shale
BE-004;2822.822823;10.35524037;0.673676561;64.9254893;2.473923072;0.252132724;-20.38443362;95.56393158;shale
BE-004;2832.832833;15.34764078;0.430487775;45.46001979;2.831161938;0.296091426;-12.84541513;79.51185134;shale
BE-004;2842.842843;8.816901015;0.702092003;72.89314313;2.303022447;0.326318815;-9.015776959;104.0246006;shale
BE-004;2852.852853;12.00802539;0.457002955;44.8618552;2.485790293;0.304105653;-14.03090841;99.19020758;shale
BE-004;2862.862863;12.14251709;0.884860822;52.033499;2.487624708;0.350540832;-12.49805406;96.87899353;shale
BE-004;2872.872873;11.27626831;0.853049416;48.99610328;2.473254538;0.311405051;-10.46602877;77.44186222;shale
BE-004;2882.882883;9.351129949;0.53718044;45.8939053;2.829801234;0.294429699;-7.142734235;114.8706464;shale
BE-004;2892.892893;9.517086815;0.678194577;56.47604749;2.614665956;0.296294791;-6.562223314;93.5270672;shale
BE-004;2902.902903;12.29499673;0.98266002;58.10034535;2.521675486;0.293218213;-12.12967201;118.0724711;shale
BE-004;2912.912913;9.640454756;0.740550774;48.47172848;2.679300888;0.230231437;1.428160402;110.3580406;shale
BE-004;2922.922923;12.24542556;0.909603704;37.09805079;2.439176424;0.282668042;-3.373729611;102.9748765;shale
BE-004;2932.932933;12.64847981;0.399200589;70.44396964;2.186787262;0.351802117;-10.46509323;111.9510341;shale
BE-004;2942.942943;10.83021888;0.6626553;46.29763183;2.262794932;0.236486159;-14.8894139;109.1063145;shale
BE-004;2952.952953;12.90326084;0.509143425;52.52814843;2.477481169;0.347221187;-10.90495415;101.9193161;shale
BE-004;2962.962963;12.92992104;0.754787875;33.73614769;2.787783803;0.245135599;-6.782255585;104.492257;shale
BE-004;2972.972973;9.771445616;0.774784867;61.69994874;2.480442127;0.328079419;-12.87128324;93.92459721;shale
BE-004;2982.982983;13.53467606;0.476066336;42.94763386;2.386272018;0.267497315;-1.029726852;94.74528829;shale
BE-004;2992.992993;10.2874405;0.254930201;63.91490938;2.707699321;0.264540816;-13.31597164;118.7154343;shale
BE-004;3003.003003;10.00934502;0.809625634;48.14348267;2.41937031;0.343502092;-6.701230284;109.8267656;shale
BE-004;3013.013013;10.55925997;0.735178638;56.7117463;2.674337436;0.231752673;-14.81853875;93.35687075;shale
BE-004;3023.023023;16.21516927;1.053334246;46.27741101;2.503277395;0.213972507;-4.555528007;92.82568116;shale
BE-004;3033.033033;15.19059423;0.627857509;51.41503752;2.751648873;0.349261633;-13.99986821;101.4343215;shale
BE-004;3043.043043;12.23657757;0.456890701;52.74303488;2.464115941;0.342299449;-17.57933459;96.12193706;shale
BE-004;3053.053053;8.743231221;0.71324202;49.39891226;2.219933266;0.190260081;-8.508733278;97.46425274;shale
BE-004;3063.063063;12.0301705;0.811248349;63.19838868;2.302418068;0.391467191;-13.43915976;103.4328922;shale
BE-004;3073.073073;12.93347947;0.625355874;43.24797699;2.671408387;0.37912305;-16.36619536;99.46281139;shale
BE-004;3083.083083;13.9541668;0.806605322;45.19366301;2.624853275;0.227306851;-13.04918578;101.7588133;shale
BE-004;3093.093093;10.91174854;0.20108083;41.66195409;2.749279934;0.261321402;-7.974392192;82.10149586;shale
BE-004;3103.103103;12.11480171;0.480301833;37.10697184;2.439900899;0.215565059;-7.29956006;102.7612661;shale
BE-004;3113.113113;14.6414221;0.433187119;41.18264864;2.05314739;0.318856191;-9.797708364;94.51800615;shale
BE-004;3123.123123;16.84000192;0.75168661;48.63545525;2.447534091;0.294644926;-7.121441346;78.22445511;shale
BE-004;3133.133133;7.646194007;0.445819382;77.91792743;2.81978541;0.241838893;-10.14113962;94.95329148;shale
BE-004;3143.143143;15.74697909;0.85174734;40.50737517;2.585187156;0.285050553;-11.76394838;89.15926372;shale
BE-004;3153.153153;10.37666265;0.71191623;59.97083996;2.674265907;0.356194395;-15.8579533;94.02465864;shale
BE-004;3163.163163;10.57650231;0.625959943;45.67456222;2.475308159;0.335304487;-17.78521766;110.090835;shale
BE-004;3173.173173;11.8496596;0.708131746;53.80612929;2.580060163;0.313748388;-6.256868809;88.02101263;shale
BE-004;3183.183183;11.78936853;0.831600668;53.82927709;2.375634823;0.320399155;-12.45096879;82.87553226;shale
BE-004;3193.193193;10.29323112;0.455985599;44.63709102;2.746258917;0.336442903;-20.23085726;104.5406575;shale
BE-004;3203.203203;9.584718493;0.702636513;49.36953437;2.29823387;0.297384394;-19.12963619;93.26882901;shale
BE-004;3213.213213;11.43578627;0.852119753;46.94846558;2.393962537;0.239206804;-17.85588986;97.02002097;shale
BE-004;3223.223223;9.402084382;0.45739438;40.85009661;2.587208983;0.259374632;-8.423642209;92.75935151;shale
BE-004;3233.233233;12.4830402;0.562922425;43.19366271;2.367419547;0.406416208;-9.161217085;91.55462373;shale
BE-004;3243.243243;13.52490518;0.392161927;54.45619271;2.413773079;0.292837355;-12.66003816;108.8904943;shale
BE-004;3253.253253;9.520210381;0.312391533;22.44686201;2.329302539;0.262136282;-8.000539509;103.2423314;shale
BE-004;3263.263263;14.00334809;0.201090872;63.11517953;2.518794571;0.302885195;-14.61570907;119.3911648;shale
BE-004;3273.273273;11.0204697;0.814184681;40.95983395;2.305767571;0.209024221;-8.343378543;90.29319724;shale
BE-004;3283.283283;15.52071955;0.195357389;80.88927263;2.73357944;0.344520843;-12.27252156;105.7474081;shale
BE-004;3293.293293;12.33533899;0.248487358;54.32698289;2.472085965;0.326021625;-10.1744657;86.67900014;shale
BE-004;3303.303303;11.08788114;0.980681657;50.19155926;2.424293513;0.260931107;-5.269110124;95.45278627;shale
BE-004;3313.313313;15.98356533;0.716912121;48.59975963;2.39068415;0.305336411;-1.506923628;109.8549935;shale
BE-004;3323.323323;11.93974535;0.676881151;47.17725014;2.497285089;0.332268042;-18.72044129;104.5436606;shale
BE-004;3333.333333;12.10383019;1.013756252;42.55717851;2.632222551;0.340862982;-9.617654153;91.67743431;shale
BE-004;3343.343343;11.76459429;0.298242111;50.91710668;2.530405217;0.210186789;-9.307490513;94.08701182;shale
BE-004;3353.353353;12.39285068;0.742008546;41.01611808;2.502052545;0.327202885;-12.25031821;87.54544732;shale
BE-004;3363.363363;14.53459691;0.555633268;61.52021142;2.466035841;0.267432534;-17.06623082;108.6968414;shale
BE-004;3373.373373;14.62352679;0.626491202;47.46504584;2.567501947;0.245466107;-9.165709961;102.6942155;shale
BE-004;3383.383383;9.263172681;0.385130235;59.36644175;2.557447985;0.18708983;-3.509472588;82.46460458;shale
BE-004;3393.393393;9.916289705;0.52288658;36.68500043;2.382665551;0.32397036;-11.76126774;101.8903745;shale
BE-004;3403.403403;13.03885766;0.542167858;59.62066134;2.646321257;0.306924726;-8.608377274;112.0615635;shale
BE-004;3413.413413;10.41982578;0.311087515;34.83789738;2.419248084;0.389438163;-4.399616005;84.60599878;shale
BE-004;3423.423423;13.24236867;0.734430264;51.86010418;2.590571018;0.234127954;-5.478489125;110.5731444;shale
BE-004;3433.433433;10.96249143;0.527350877;34.83754229;2.08788607;0.291248195;-9.647292332;107.6789415;shale
BE-004;3443.443443;12.07459223;0.523559272;52.12970921;2.163475667;0.270374471;-16.40884416;91.66976861;shale
BE-004;3453.453453;11.06076197;0.640666642;45.68933487;2.314352178;0.392932634;-16.15997832;82.48260028;shale
BE-004;3463.463463;12.07152715;0.452091124;59.58389396;2.377494422;0.289564929;-14.19053387;108.0089394;shale
BE-004;3473.473473;12.79240871;0.659783486;56.12230129;2.639583402;0.293209401;-12.87633111;81.18670486;shale
BE-004;3483.483483;11.16056314;0.675632138;46.81385431;2.782827249;0.291725249;-4.837872522;106.9802977;shale
BE-004;3493.493493;14.42984615;0.623607126;47.68224175;2.625480949;0.324094731;-8.823737418;108.7927966;shale
BE-004;3503.503504;13.55191591;0.6130615;52.18486755;2.764399422;0.386828535;-5.297291496;104.8436861;shale
BE-004;3513.513514;14.32936281;0.455988283;37.23517242;2.275926646;0.283275023;-11.02427149;117.729359;shale
BE-004;3523.523524;11.8557668;0.818475797;40.45918857;2.635026793;0.297759455;-13.63074132;82.43695646;shale
BE-004;3533.533534;15.28265615;0.488001728;50.54822932;1.996860181;0.354576602;-15.95170102;124.1075661;shale
BE-004;3543.543544;9.319233542;0.53764991;42.59219347;2.519857532;0.330900681;-16.95352892;104.1452122;shale
BE-004;3553.553554;12.13673275;0.375099675;42.3491689;2.716306451;0.278575511;-11.21492719;98.6805154;shale
BE-004;3563.563564;14.20225494;0.559983983;54.51218902;2.751906504;0.327070921;-7.131835161;107.0495651;shale
BE-004;3573.573574;10.67547319;0.594636464;67.83123799;2.531962016;0.396389022;-1.173513042;80.02638582;shale
BE-004;3583.583584;13.20940647;0.888185472;40.21824069;2.242191251;0.208130002;-18.082811;96.89814431;shale
BE-004;3593.593594;9.957235661;0.447494197;50.98522292;2.852059781;0.267927241;-10.05598524;94.39852907;shale
BE-004;3603.603604;13.51216217;0.589631227;36.05444699;2.415479775;0.316158921;-13.81851287;107.1864877;shale
BN-005;0;10.03576243;0.349181621;54.04242449;2.629667575;0.362764265;-0.533443676;86.04593976;limestone
BN-005;10.01001001;12.84072218;0.757158523;64.78595155;2.479557583;0.320569998;-15.23691336;86.69608039;limestone
BN-005;20.02002002;7.630974996;0.278116527;41.10482018;2.227680794;0.361989496;-5.697803534;109.2398219;limestone
BN-005;30.03003003;15.14696741;0.602250999;40.36415133;2.869227707;0.249332404;-18.81429239;93.45854968;limestone
BN-005;40.04004004;9.24038506;1.123345459;52.23949419;2.708084715;0.310199998;-7.301502337;92.12245619;limestone
BN-005;50.05005005;16.17419892;0.566317546;29.53504724;2.306880471;0.322539472;-8.325753252;107.709705;limestone
BN-005;60.06006006;11.47275279;0.758904559;60.16622556;2.287462205;0.271850273;-8.602009862;92.18881639;limestone
BN-005;70.07007007;11.63327294;0.262519369;62.46383661;2.309130489;0.262972058;-15.57687514;102.200923;limestone
BN-005;80.08008008;9.673118375;0.648779767;37.33216623;2.485027772;0.308611661;-5.396549311;88.1733391;limestone
BN-005;90.09009009;11.49574152;0.227011466;46.7439002;2.116178308;0.310273425;-10.01826942;105.3368598;limestone
BN-005;100.1001001;14.07575441;0.471872131;54.91311099;2.742729729;0.322609789;-12.18297428;100.3969523;limestone
BN-005;110.1101101;8.359896149;0.467661485;53.54445778;2.661611532;0.230722691;-9.231736787;96.427893;limestone
BN-005;120.1201201;12.60836018;0.289026151;53.76716668;2.268569247;0.321335245;-6.001616404;109.524289;limestone
BN-005;130.1301301;13.86203229;0.606318567;53.92873507;2.535302156;0.263408382;-2.766581022;95.04561736;limestone
BN-005;140.1401401;12.58473718;0.647019778;55.94297901;2.588102266;0.356515302;-17.49792388;95.27021804;limestone
BN-005;150.1501502;12.01369594;0.438734958;33.17228657;2.609645988;0.353746492;-8.126133643;116.3281513;limestone
BN-005;160.1601602;12.21794973;0.873233238;56.2665051;2.729289804;0.300416293;-12.35487199;103.9577934;limestone
BN-005;170.1701702;12.13949834;0.722184627;33.648734;2.635907667;0.270197855;-14.23895972;95.2082923;limestone
BN-005;180.1801802;16.23342743;0.847828549;50.37787746;2.713818719;0.330437905;-15.5060509;90.76957608;limestone
BN-005;190.1901902;13.54485654;0.39247988;42.60260635;2.46325049;0.307236831;-6.136862848;96.91056417;limestone
